item_id,year,item_name,item_description
10001,2014,Breadstick,"Breadstick, Lunch Combos"
10002,2014,Toasted Garlic Bread Basket,"Toasted Garlic Bread Basket, Extras"
10004,2014,"Tomato Basil Soup, Lunch Combos","Tomato Basil Soup, Lunch Combos"
10005,2014,"Chili, Lunch Combos","Chili, Lunch Combos"
10006,2014,"Baked Potato Soup, Lunch Combos","Baked Potato Soup, Lunch Combos"
10007,2014,"Black Bean Soup, Lunch Combos","Black Bean Soup, Lunch Combos"
10008,2014,"Chicken Noodle Soup, Lunch Combos","Chicken Noodle Soup, Lunch Combos"
10010,2014,"Broccoli Cheddar Soup, Lunch Combos","Broccoli Cheddar Soup, Lunch Combos"
10011,2014,"Clam Chowder, Lunch Combos","Clam Chowder, Lunch Combos"
10012,2014,"French Onion Soup, Bowl","French Onion Soup Bowl, Soup, Salads & Sides, Lunch Combos"
10013,2014,"Tomato Basil Soup, Bowl","Tomato Basil Soup, Soups, Salads & Sides, Bowl"
10014,2014,"Chili, Bowl","Chili, Soups, Salads & Sides, As Served, Bowl"
10015,2014,"Broccoli Cheddar Soup, Bowl","Broccoli Cheddar Soup, Soups, Salads & Sides, Bowl"
10016,2014,"Clam Chowder, Bowl","Clam Chowder, Soups, Salads & Sides, Bowl"
10017,2014,"Baked Potato Soup, Bowl","Baked Potato Soup, Soups, Salads & Sides, Bowl"
10018,2014,"Chicken Tortilla Soup, Bowl","Chicken Tortilla Soup, Soups, Salads & Sides, Bowl, Pick 'n Pair & Lunch Combos"
10019,2014,Chicken Noodle Soup Bowl,"Chicken Noodle Soup Bowl, Soups, Salads & Sides"
10020,2014,Applebee's House Salad,"Applebee's House Salad w/out Dressing, Soups, Salads & Sides, Sandwich Sides, Freshburgers"
10022,2014,"Grilled Shrimp 'n Spinach Salad, Lunch Combos","Grilled Shrimp 'n Spinach Salad, Lunch Combos"
10023,2014,"Oriental Chicken Salad, Lunch Combos","Oriental Chicken Salad, Lunch Combos"
10028,2014,"Spinach Salad, Lunch Combos","Spinach Salad, Lunch Combos"
10029,2014,"House Salad, Lunch Combos","House Salad, Lunch Combos"
10030,2014,"Caesar Salad w/ Dressing, Small","Caesar Salad w/ Dressing, Extras, Small, Soups, Salads & Sides"
10040,2014,"Grilled Chicken Caesar w/ Dressing, Regular","Grilled Chicken Caesar, w/ Dressing, Regular, Salads"
10041,2014,"Grilled Chicken Caesar w/ Dressing, Half","Grilled Chicken Caesar w/ Dressing, Half, Salads"
10042,2014,"Grilled Chicken Caesar, Regular","Grilled Chicken Caesar w/out Dressing, Regular"
10043,2014,"Grilled Chicken Caesar, Half","Grilled Chicken Caesar w/out Dressing, Half"
10048,2014,"Grilled Shrimp 'n Spinach Salad w/ Dressing, Regular","Grilled Shrimp 'n Spinach Salad w/ Dressing, Regular, Salads"
10049,2014,"Grilled Shrimp 'n Spinach Salad w/ Dressing, Half","Grilled Shrimp 'n Spinach Salad w/ Dressing, Half, Salads"
10050,2014,"Grilled Shrimp 'n Spinach Salad, Regular","Grilled Shrimp 'n Spinach Salad w/out Dressing, Regular, Salads"
